School,ID,CoNo,StNo,Long,Lat,Low,High,Students
WOOD END ELEMENTARY SCHOOL,2.50999E+11,17,25,-71.115,42.5531,0,5,338
WOOD HILL MIDDLE SCHOOL,2.50195E+11,9,25,-71.2133,42.6652,6,8,379
WOODLAND,2.51275E+11,17,25,-71.3,42.3617,-1,3,329
WOODLAND,2.50786E+11,27,25,-71.5051,42.1455,3,4,641
WOODLAND ACADEMY,2.51323E+11,27,25,-71.8185,42.2544,-1,6,554
WOODLAND ELEMENTARY,2.50001E+11,13,25,-72.7508,42.06,-1,4,537
WOODROW WILSON,2.50498E+11,17,25,-71.3983,42.2713,0,5,559
WOODSDALE ELEMENTARY SCHOOL,2.50165E+11,23,25,-70.9724,42.1304,5,6,340
WOODVILLE SCHOOL,2.51191E+11,17,25,-71.0503,42.4973,-1,4,428
WORCESTER ARTS MAGNET SCHOOL,2.51323E+11,27,25,-71.7753,42.3039,-1,6,387
WORCESTER EAST MIDDLE,2.51323E+11,27,25,-71.7834,42.2526,6,8,680
WORCESTER TECHNICAL HIGH,2.51323E+11,27,25,-71.7776,42.2766,9,12,1358
WYMAN,2.5132E+11,17,25,-71.1536,42.4921,0,5,186
YOUNG ACHIEVERS,2.50279E+11,25,25,-71.0939,42.282,-1,8,518
ZERVAS,2.50861E+11,17,25,-71.2179,42.3299,0,5,317
